gene,rescue_lfc,rescue_pval,h2o2_lfc,h2o2_pval
SERPINA12,3.84308391356052,0.205940086306374,-3.42584319877772,0.262965643242795
LYZL4,3.84141720983619,0.36860648044793,0,1
NKX2-6,3.83963052639045,0.368832767075742,0,1
CALHM4,3.83840695455372,0.30088643511524,-2.80092735803105,0.455537674720252
SHISAL2A,3.82819601305445,0.0882943238742867,0.964899183279724,0.701106075255845
EIF4E1B,-3.82646362661655,0.371871258778964,3.54745236220705,0.407737462840324
NKX2-8,-3.82646362661655,0.371871258778964,3.54745236220705,0.407737462840324
SPATA16,-3.82646362661655,0.371871258778964,3.54745236220705,0.407737462840324
RPL17-C18orf32,3.82149719077417,0.0930077218997671,-0.855709550444547,0.729649602355915
RETN,3.81982895815925,0.371346521411779,0,1
COL25A1,3.80526690948496,0.0864082288873555,-2.49145213054424,0.272484442843748
GPR6,3.80213330901243,0.346630036993398,0,1
HSPA6,3.79777672977365,0.0005375730427865,2.5730815244569,0.0389867129068055
CENPN,3.79644057528743,0.0393419747495278,-1.89647226783734,0.330540155951101
GRIFIN,3.78611748651216,0.313050794875312,0,1
LMNTD1,3.78557941137792,0.002161199361007,-0.737774885686812,0.581736121643016
C4orf54,3.7847933286965,0.185094289842124,0,1
PDYN,-3.78376905989304,0.377357043185654,3.50475821015809,0.413527575695943
CHRND,3.77917642643722,0.217108740527234,3.54426091683064,0.279547665792481
BEX5,-3.77416268722529,0.0779412626184068,-1.81969005808585,0.315849206084005
MT3,-3.76814693875261,9.95095327330686e-11,-0.358875443661066,0.470123768124739
ZNF835,-3.76803963366125,0.186900817381425,1.67520452010406,0.549557651759805
ADGRD2,3.76721067863079,0.261534680806116,0,1
OR2I1P,3.75066553508186,0.0001333480635051,-0.841289990694135,0.429911060967266
PZP,3.74560882239226,0.143457359029491,-3.49993362877217,0.174894715939564
PTH2R,3.740164615724,0.0579821914643829,-2.69776684962499,0.181182059565964
LHX5,-3.73987797140683,0.383049112896891,3.46086754796774,0.41953099044164
HOXD11,-3.73952077330033,0.285163460615663,2.49874844693347,0.475116510156773
TMEM74,3.73031639969573,0.134217433180755,-2.87877057622021,0.258159854955115
KRTAP3-2,3.72744060471712,0.35953455007095,0,1
PAH,3.72744060471712,0.35953455007095,0,1
NDP,-3.72647479554024,0.214210731425176,1.59766570183927,0.587198158399601
PLPPR1,3.72552765053172,0.355190028619844,0,1
ZMAT4,3.71500200315167,0.190954660924562,-3.42604035353541,0.231059435122995
SPDYE17,3.70532949690447,0.011787480101113,-3.89128629261372,0.0082926943888617
IL31RA,3.70413752927236,0.0776139667954615,1.92643360789217,0.420967793176623
ALPL,3.69938930415526,0.0939434767329995,1.84086835539737,0.459671829339129
C12orf71,3.69499717313825,0.269624000708805,0,1
