logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,gene_symbol
-0.00690419055979782,5.107207478807778,-1.2003063514201784,0.23290364952187992,0.9202187973993388,-11.797945938776802,ENSG00000005889,ZFX
7.864071644885043e-4,7.776508002998293,0.18206049492058002,0.8559099841848054,1,-12.503620865788227,ENSG00000005893,LAMP2
-0.015215908242626607,2.0161131065188362,-2.1073268032088004,0.03763284545900123,0.5530804527226342,-10.32653527363509,ENSG00000005961,ITGA2B
-0.002274515865348972,0.30807097896834873,-0.6603978492020464,0.5105423885834837,1,-12.30056665998904,ENSG00000005981,ASB4
-9.747029449387638e-4,6.198476544656834,-0.4096425264688402,0.6829590606538689,1,-12.43567517766208,ENSG00000006007,GDE1
0.0033314259891119523,5.482520876824504,0.5620561372005802,0.5753565360707441,1,-12.361055687307768,ENSG00000006015,REX1BD
0.009504502763420776,2.6972737375404354,0.8614162609029062,0.39110420551777314,1,-12.146974951965227,ENSG00000006016,CRLF1
-0.003989418128087432,4.465636180964474,-0.7443536283415503,0.45843743738210385,1,-12.241296937856662,ENSG00000006025,OSBPL7
0.008523708830878973,8.543759672665724,1.2178626308560065,0.2261899933293103,0.9131342279513125,-11.776817163659278,ENSG00000006042,TMEM98
0.0018105610607417474,0.7445317874715179,0.4894595974000557,0.6256062795424889,1,-12.399503401508953,ENSG00000006047,YBX2
5.703636082852109e-5,0.0011015552811558277,0.38772721634452134,0.6990558075505233,1,-12.444487067314672,ENSG00000006059,KRT33A
-0.0022032533647907493,4.481994119277151,-0.5945928057116496,0.5534811545770966,1,-12.342112083543835,ENSG00000006062,MAP3K14
0.014077567808584449,2.0221896585187467,1.3718873504785518,0.17321989728543727,0.8509370242375889,-11.57873521375192,ENSG00000006071,ABCC8
0.0376819867810264,1.9897743489390236,2.5770514719908264,0.011449634098523858,0.4010242126722877,-9.274401347508771,ENSG00000006116,CACNG3
0.023472811051347447,6.912988960785814,3.170694965340557,0.002028172624073408,0.32395879537203137,-7.685692511146572,ENSG00000006118,TMEM132A
6.144779463702071e-4,7.952967816143338,0.25970874545656186,0.7956313392062502,1,-12.486304025708897,ENSG00000006125,AP2B1
0.03509471168522168,3.2476914524543967,1.7010674947666635,0.09209013613418378,0.7150138656139543,-11.079921406667486,ENSG00000006128,TAC1
0.002791884183953348,5.512292136731367,1.5467323508592106,0.12513974053559912,0.7722160407183001,-11.326469334045067,ENSG00000006194,ZNF263
-0.0021575124216205777,5.8342736163002575,-0.2587681644058896,0.7963549344080554,1,-12.486550171560719,ENSG00000006210,CX3CL1
0.009919273329442998,6.934959972266544,1.6360302590774816,0.10502970683456757,0.7416703701956235,-11.186523778646297,ENSG00000006282,SPATA20
0.029879671047244906,2.9929604533977234,2.0826513688032087,0.03987804413236659,0.5641163000548493,-10.376524710038623,ENSG00000006283,CACNA1G
0.023086217183628962,4.584776424121984,1.5700551221841943,0.11961416653473933,0.7624462071635787,-11.290638560248022,ENSG00000006327,TNFRSF12A
-0.0025762565504547632,0.1637748032953633,-1.3852488590505134,0.16911031569984436,0.843820259504069,-11.560480924156018,ENSG00000006377,DLX6
0.018948702911603405,3.1358946252453945,2.36373916221173,0.020057428871238934,0.4647417995597212,-9.77557223658243,ENSG00000006432,MAP3K9
-0.004477407589637599,5.313567069273167,-1.3303558036179315,0.18647771860567444,0.8656823482664002,-11.634386705070993,ENSG00000006451,RALA
