gene_symbol,pval_mac,logfc_mac,pval_nonmac,logfc_nonmac,meta_pval,avg_logfc,meta_fdr
UGT3A2,9.742633074113524e-4,-0.6933003475019983,0.00110642696554185,-0.6949694440140758,1.5889483922714942e-5,-0.6941348957580371,0.033101767381995904
SNTB1-AS1,0.10612133949013292,-0.1332797776948816,1.0632202244108195e-5,-0.39748789927751393,1.6580189660790617e-5,-0.2653838384861978,0.03334962217598543
USP32P4,0.3716658792461759,0.0032958000981628,3.435613767339794e-6,-0.02133167421181985,1.8605811626713363e-5,-0.009017937056828526,0.03602654023651329
SPMIP4,0.02031036832840641,-0.4559386504312961,6.864896838900857e-5,-0.6151652697693205,2.0193620501355533e-5,-0.5355519601003083,0.03602654023651329
SNHG4,1.6349001260555787e-4,-0.4058543039711482,0.00886918689925146,-0.2794059604470494,2.094403878847655e-5,-0.34263013220909877,0.03602654023651329
SLC43A1,0.00400901964746216,0.4105558463474559,3.667257225544583e-4,0.9797742519735828,2.121529354817115e-5,0.6951650491605194,0.03602654023651329
UCA1-AS1,2.8212632035589685e-6,-0.04445931212689254,0.5269686872522032,-0.00757936295554537,2.14368884756997e-5,-0.026019337541218955,0.03602654023651329
LINC03129,0.4288078566885703,0.00952486475904154,3.4983694601038844e-6,-0.05573117246500358,2.1616788813460515e-5,-0.02310315385298102,0.03602654023651329
AMTN,2.7604134919637327e-6,-0.44829176121361225,0.5703864467312759,0.08253301018641503,2.261232901280291e-5,-0.18287937551359862,0.03654762467889881
PA2G4P1,0.14149220666713472,0.01009739240844433,1.1429764746781634e-5,-0.03651110302094754,2.318256352744263e-5,-0.013206855306251604,0.03654762467889881
