gene_symbol,levene_pval_mac,var_ratio_mac,levene_pval_nonmac,var_ratio_nonmac,meta_pval,avg_var_ratio,meta_fdr
PRKAB2,0.23135015882413237,1.608034275879076,2.5697810609421386e-4,3.5176428497961334,6.379395272305251e-4,2.5628385628376047,0.17205695834427184
ENSG00000225280,0.592993596988175,0,1.010632408691887e-4,44.32247794481433,6.425880248761169e-4,22.161238972407165,0.17226032434133579
MIR140,0.01028389042765492,Inf,0.00591311470903238,8.145102868871618,6.51136950185098e-4,Inf,0.1735005396420919
RNU6-479P,0.4468338358624091,0,1.370054310625597e-4,32.91864926928464,6.551044850152982e-4,16.45932463464232,0.17351246455806388
TAF11L11,0.5926836839105232,0,1.0611876115575944e-4,63.60680085815907,6.713426195061175e-4,31.803400429079534,0.17675492110711066
RN7SKP95,0.24529297718275345,2.5201533431238134,2.595368111984381e-4,24.394936612450287,6.787647069076825e-4,13.45754497778705,0.17765160068603914
LIMASI,0.00863446561388497,4.897560892708811,0.00773911899727458,4.362674542876185,7.092249611081506e-4,4.630117717792498,0.18453199105726892
ENSG00000249526,0.00914268125906328,2.0961938323901577,0.00739716092328171,0.16105153784157503,7.169755559353727e-4,1.1286226851158663,0.1853131928656024
ENSG00000254482,0.01646397482828107,4.309603932036463,0.0041307258327001,4.789335154684596,7.206065557262527e-4,4.54946954336053,0.1853131928656024
SLC40A1,0.11115381396282302,1.598471187035905,6.274164565300886e-4,3.193328727661062,7.37200600544447e-4,2.395899957348483,0.18774345874146708
VPS9D1,0.131998761003796,1.8685661534435785,5.294012543738821e-4,3.606225648691,7.385458903286144e-4,2.737395901067289,0.18774345874146708
TRAPPC3L,0.00520856009534319,2.8784442670995256,0.01360735622468084,2.979630825612261,7.480542098462911e-4,2.929037546355893,0.18856089066763398
ENSG00000266513,0.6961870461189248,0,1.0213995412026446e-4,39.42739228752168,7.502875013000449e-4,19.71369614376084,0.18856089066763398
ENSG00000228064,0.6147580756772211,0,1.1998259814232956e-4,62.76375990333779,7.75566407766796e-4,31.381879951668896,0.19381273078158714
WDR86-AS1,0.0609501046123845,2.066875118746734,0.00123221230930427,3.0180720131414236,7.88334364365696e-4,2.5424735659440785,0.19589666070013184
ENSG00000262408,0.9692595633176762,0.46950705978642,8.080807251803844e-5,48.406152018623345,8.188504872125137e-4,24.437829539204884,0.19741374690830554
ZNF475,0.7270672069138664,0.8323519483237114,1.0790977039815574e-4,4.117912702610821,8.201140663708795e-4,2.475132325467266,0.19741374690830554
ENSG00000270016,0.12789070756396628,3.5812980898994407,6.143296028958554e-4,5.516249705129402,8.211480695866786e-4,4.548773897514422,0.19741374690830554
IFITM10,0.37170011332511743,1.7907600062436906,2.116720170525256e-4,3.5669631081117767,8.222015097579517e-4,2.6788615571777337,0.19741374690830554
TRBV23OR9-2,1.22072505188562e-4,17.93210781933718,0.644576582014057,0,8.222635536834379e-4,8.96605390966859,0.19741374690830554
HNRNPA1P19,1.3857659597989172e-4,29.004536313288103,0.5680457502262977,0,8.22573208927337e-4,14.502268156644051,0.19741374690830554
ACTR3C,0.01117574352572888,0.2680487609920829,0.00710209158237831,0.1708746747975775,8.287440273822425e-4,0.2194617178948302,0.19741374690830554
DOCK5,0.00513564077364589,2.6177262123890244,0.0154838546291545,2.5283450956530733,8.301446221049202e-4,2.573035654021049,0.19741374690830554
ENSG00000257475,0.00235020158950342,4.978554533551213,0.0351484075941192,5.981615826221339,8.592189089642625e-4,5.4800851798862755,0.20323513786795325
ENSG00000206886,0.8774247627581857,1.2325859812072597,9.62776284638742e-5,15.15378538178408,8.767835639529257e-4,8.19318568149567,0.20428585744792815
ENSG00000230404,2.0342077036751417e-4,Inf,0.4155736681089473,0,8.773457259955698e-4,Inf,0.20428585744792815
HSPB6,0.10694938651529556,2.028527533404615,7.987953730835632e-4,4.714301670642777,8.85728608539182e-4,3.371414602023696,0.20428585744792815
FAM225B,0.14494428914354013,3.202594121581679,5.924172909632893e-4,11.227273856902324,8.898196134162419e-4,7.2149339892420015,0.20428585744792815
PSPHP1,0.15150679074278664,2.786504418403623,5.694493357050431e-4,4.228193802374382,8.936380512681434e-4,3.5073491103890024,0.20428585744792815
CD274,0.00711440830691924,3.924483624176503,0.01213700041506214,4.304721050046013,8.943130601259599e-4,4.114602337111258,0.20428585744792815
ATF1,0.00915728500377285,2.4832209029847503,0.00944896615571331,3.3121123167927697,8.959906028417901e-4,2.89766660988876,0.20428585744792815
