ensembl_gene_id,gene_name,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline
ENSG00000170270,GON7,0.20491913,0.39854345,0.26718578
ENSG00000170275,CRTAP,1.5445434,0.50684214,0.46220797
ENSG00000170291,ELP5,0.3430623,0.44952047,0.35274836
ENSG00000170296,GABARAP,4.75806,1.7156848,1.570546
ENSG00000170310,STX8,0.29493198,0.15923396,0.1406953
ENSG00000170312,CDK1,1.3106782,2.0921981,1.4547606
ENSG00000170315,UBB,8.842932,9.66318,7.501161
ENSG00000170322,NFRKB,0.10864787,0.33031866,0.24685755
ENSG00000170340,B3GNT2,,0.31966454,0.24066973
ENSG00000170348,TMED10,1.8897582,0.8654914,0.6768972
ENSG00000170365,SMAD1,0.17866774,0.28283766,0.24146129
ENSG00000170385,SLC30A1,0.19919267,0.295259,0.21241026
ENSG00000170412,GPRC5C,0.21923836,0.24057788,0.272723
ENSG00000170421,KRT8,4.516654,1.0628581,1.1322011
ENSG00000170445,HARS,0.91976243,0.8617043,0.69234705
ENSG00000170448,NFXL1,0.14580888,0.23832701,0.19464613
ENSG00000170471,RALGAPB,0.23894843,0.27476296,0.20542505
ENSG00000170473,PYM1,0.32010037,0.61905456,0.56936115
ENSG00000170500,LONRF2,,0.1771382,0.12600775
ENSG00000170502,NUDT9,0.43511236,0.35638103,0.28183478
ENSG00000170515,PA2G4,5.6560616,13.429227,9.685671
ENSG00000170522,ELOVL6,0.8297783,1.2626889,1.0769278
ENSG00000170540,ARL6IP1,4.526051,2.0542083,1.5940682
ENSG00000170542,SERPINB9,,0.19445148,0.20082216
ENSG00000170545,SMAGP,0.6030481,1.0308853,0.8215766
ENSG00000170584,NUDCD2,1.091309,1.8181396,1.4208627
ENSG00000170604,IRF2BP1,0.1132351,0.16453631,0.12553896
ENSG00000170606,HSPA4,2.5531447,4.52653,3.0651615
ENSG00000170619,COMMD5,0.41238686,0.52484053,0.3911457
ENSG00000170627,GTSF1,,4.334215,3.3102472
ENSG00000170632,ARMC10,0.81538814,0.8770465,0.64021164
ENSG00000170633,RNF34,0.3656517,0.66094303,0.46637183
ENSG00000170634,ACYP2,0.18464173,0.13357697,0.1271416
ENSG00000170638,TRABD,0.38077483,0.8292833,0.68941575
ENSG00000170653,ATF7,0.37684375,0.3960069,0.30098042
ENSG00000170689,HOXB9,,1.6041583,1.4603482
ENSG00000170759,KIF5B,4.1751738,3.0686018,2.4784458
ENSG00000170776,AKAP13,0.50925493,0.2619766,0.23014463
ENSG00000170779,CDCA4,0.49282068,0.482235,0.39258018
ENSG00000170791,CHCHD7,0.47182032,0.6661346,0.50172937
ENSG00000170802,FOXN2,0.121011995,0.28535417,0.25688058
ENSG00000170832,USP32,0.21917307,0.2688636,0.22839643
ENSG00000170836,PPM1D,0.11312238,0.18759465,0.14532061
ENSG00000170846,AC093323.1,0.1630453,0.51723313,0.388197
ENSG00000170852,KBTBD2,0.25414485,0.32330847,0.22566327
ENSG00000170854,RIOX2,0.31901556,0.51532805,0.38807428
ENSG00000170855,TRIAP1,0.724489,1.5103573,0.9386704
ENSG00000170860,LSM3,3.0140367,5.339478,3.542872
ENSG00000170871,KIAA0232,0.37945276,0.6295653,0.52394074
ENSG00000170876,TMEM43,0.40505546,0.30547833,0.24538073
ENSG00000170881,RNF139,0.18180396,0.22819132,0.21277522
ENSG00000170889,RPS9,26.729776,35.852463,30.636873
ENSG00000170892,TSEN34,1.0028745,0.6030956,0.4582124
ENSG00000170906,NDUFA3,0.95786893,1.1494685,0.91636527
ENSG00000170917,NUDT6,0.1273599,0.15803786,0.13874187
ENSG00000170919,TPT1-AS1,0.12943926,0.242757,0.18004039
ENSG00000170946,DNAJC24,0.1973995,0.33918485,0.24770534
ENSG00000170949,ZNF160,0.1301723,0.11924503,0.11277343
ENSG00000171055,FEZ2,1.0163933,0.41479295,0.3683021
ENSG00000171067,C11orf24,0.5556557,0.2783458,0.1995475
ENSG00000171103,TRMT61B,0.21336335,0.24877699,0.19815058
ENSG00000171109,MFN1,0.4943697,0.33209148,0.254628
ENSG00000171130,ATP6V0E2,0.48796123,0.27077335,0.21681783
ENSG00000171135,JAGN1,0.70062965,1.2730047,1.065961
ENSG00000171148,TADA3,0.799437,1.0684187,0.93893313
ENSG00000171159,C9orf16,1.8821179,4.1343484,4.05543
ENSG00000171161,ZNF672,0.12943026,0.32702297,0.27903786
ENSG00000171163,ZNF692,,0.27527034,0.23018634
ENSG00000171169,NAIF1,,0.13713253,0.119540304
ENSG00000171202,TMEM126A,0.9481731,1.043552,0.6600636
ENSG00000171204,TMEM126B,0.7543231,1.840866,1.1690639
ENSG00000171206,TRIM8,0.68239874,0.24972811,0.28586766
ENSG00000171208,NETO2,1.5732027,0.5178184,0.3948033
ENSG00000171222,SCAND1,2.2145393,1.2920763,1.2406427
ENSG00000171223,JUNB,0.25770155,0.3969508,0.30675402
ENSG00000171236,LRG1,,0.22514477,0.20299877
ENSG00000171241,SHCBP1,0.7727604,0.3952332,0.2829696
ENSG00000171262,FAM98B,0.30558568,0.43849608,0.35293743
ENSG00000171295,ZNF440,,0.13548663,0.116784535
ENSG00000171298,GAA,,0.13550664,0.12202893
ENSG00000171302,CANT1,0.46242148,0.29469925,0.22805071
ENSG00000171307,ZDHHC16,0.71806395,0.19881295,0.14534326
ENSG00000171310,CHST11,0.42514303,0.44476935,0.3548227
ENSG00000171311,EXOSC1,1.0153809,0.5648486,0.46764776
ENSG00000171314,PGAM1,7.6734233,2.2226055,1.7045523
ENSG00000171316,CHD7,0.2651679,1.1493595,0.96277565
ENSG00000171320,ESCO2,0.5102132,0.5454102,0.42930633
ENSG00000171365,CLCN5,,0.14059013,0.10770473
ENSG00000171421,MRPL36,1.8054498,2.3187623,1.6209735
ENSG00000171425,ZNF581,0.29297134,0.51956344,0.4507201
ENSG00000171453,POLR1C,0.2744266,0.59297466,0.40099564
ENSG00000171456,ASXL1,0.7980764,0.8564479,0.6721379
ENSG00000171466,ZNF562,0.25513092,0.43732587,0.320768
ENSG00000171467,ZNF318,0.16977802,0.46466506,0.37647888
ENSG00000171469,ZNF561,0.19440992,0.17460652,0.13264582
ENSG00000171475,WIPF2,0.36951554,0.35269782,0.2634196
ENSG00000171488,LRRC8C,0.14072737,0.29901338,0.2399748
ENSG00000171490,RSL1D1,2.7413921,6.943697,5.25812
ENSG00000171492,LRRC8D,0.16676816,0.31459796,0.29538062
ENSG00000171497,PPID,0.7896658,1.9775052,1.2875522
ENSG00000171503,ETFDH,0.1653698,0.19236116,0.1592449
ENSG00000171530,TBCA,3.764533,4.470057,3.3107238
ENSG00000171552,BCL2L1,0.612945,0.8727855,0.6686005
ENSG00000171566,PLRG1,0.72454494,0.66547877,0.51985615
ENSG00000171603,CLSTN1,1.1218615,0.34213212,0.29680282
ENSG00000171604,CXXC5,1.1975561,1.9851556,1.5370915
ENSG00000171606,ZNF274,0.17055637,0.18126999,0.18134616
ENSG00000171612,SLC25A33,0.19102916,0.99100405,0.65177286
ENSG00000171634,BPTF,1.9303406,2.7360504,2.2220829
ENSG00000171681,ATF7IP,0.75468105,0.4195873,0.40005898
ENSG00000171700,RGS19,,0.2596453,0.2194827
ENSG00000171703,TCEA2,0.2783145,0.13434677,0.14877836
ENSG00000171720,HDAC3,0.495812,0.7868452,0.6508026
ENSG00000171723,GPHN,,0.18322614,0.16625327
ENSG00000171735,CAMTA1,1.1639109,1.2051426,1.0004282
ENSG00000171763,SPATA5L1,0.14436848,0.16962773,0.12187643
ENSG00000171772,SYCE1,,0.20859155,0.19442986
ENSG00000171792,RHNO1,0.5035522,0.21550985,0.16359632
ENSG00000171793,CTPS1,0.84092546,2.3092115,1.6301537
ENSG00000171806,METTL18,,0.1788729,0.14618409
ENSG00000171824,EXOSC10,0.5735792,0.87646717,0.7095928
ENSG00000171843,MLLT3,0.21317469,0.42464346,0.3217313
ENSG00000171848,RRM2,2.5187657,1.5243287,0.96539444
ENSG00000171853,TRAPPC12,0.275812,0.38737482,0.33423576
ENSG00000171858,RPS21,16.205135,24.165,22.468536
ENSG00000171861,MRM3,0.2810951,0.40307435,0.27373976
ENSG00000171862,PTEN,1.2639643,0.40958682,0.33589956
ENSG00000171863,RPS7,33.123775,45.95484,40.55369
ENSG00000171865,RNASEH1,1.1314867,1.9556959,1.2727257
ENSG00000171940,ZNF217,0.36787778,0.37767497,0.33343244
ENSG00000171943,SRGAP2C,0.17829973,0.14922495,0.11771075
ENSG00000171953,ATPAF2,0.14684382,0.13035153,0.11537245
ENSG00000171960,PPIH,0.623398,2.3073776,1.7816843
ENSG00000171984,SHLD1,,0.29277766,0.22230095
ENSG00000171988,JMJD1C,1.3985784,0.86351806,0.750632
ENSG00000172009,THOP1,0.5664701,0.9134894,0.7649388
ENSG00000172046,USP19,,0.19667296,0.1508847
ENSG00000172053,QARS,0.6767869,0.9813101,0.9465143
ENSG00000172057,ORMDL3,0.13033208,0.13528068,0.10967246
ENSG00000172059,KLF11,,0.09790386,0.10636732
ENSG00000172081,MOB3A,0.14072219,0.12569375,0.11255654
ENSG00000172113,NME6,0.38442963,0.769814,0.5752151
ENSG00000172115,CYCS,3.9796438,8.945843,5.339474
ENSG00000172171,TEFM,0.19121851,0.3268229,0.24427916
ENSG00000172172,MRPL13,1.5062358,2.6546905,1.8735082
ENSG00000172197,MBOAT1,,0.12922059,0.11403701
ENSG00000172216,CEBPB,1.2360377,0.88640547,0.8830723
ENSG00000172239,PAIP1,1.059687,1.5997834,1.1802675
ENSG00000172244,C5orf34,,0.16340096,0.14486006
ENSG00000172262,ZNF131,0.4423478,1.1095164,0.83727545
ENSG00000172269,DPAGT1,0.27190346,0.34974062,0.26160786
ENSG00000172270,BSG,4.095582,7.4132457,6.6294084
ENSG00000172273,HINFP,,0.16440664,0.13216029
ENSG00000172292,CERS6,0.30165505,0.517993,0.3792156
ENSG00000172301,COPRS,2.618863,1.4900434,0.99307954
ENSG00000172315,TP53RK,0.5568505,0.6558798,0.44450328
ENSG00000172331,BPGM,0.18105796,0.246388,0.21530308
ENSG00000172336,POP7,1.3725802,2.168975,1.4523838
ENSG00000172339,ALG14,0.2570487,0.20081352,0.13058592
ENSG00000172340,SUCLG2,0.6801276,0.66499984,0.5824605
ENSG00000172354,GNB2,2.5707128,1.3843951,1.0826069
ENSG00000172366,MCRIP2,0.5878489,1.2546132,0.88328075
ENSG00000172380,GNG12,2.9496722,0.2358128,0.19781356
ENSG00000172409,CLP1,0.115112856,0.26064098,0.20599309
ENSG00000172428,COPS9,2.643785,2.3192077,1.717835
ENSG00000172432,GTPBP2,0.11566722,0.17107706,0.15538727
ENSG00000172466,ZNF24,0.45536506,0.9526543,0.7827549
ENSG00000172469,MANEA,0.16353062,0.22097842,0.17746466
ENSG00000172493,AFF1,0.18414551,0.46663332,0.38783297
ENSG00000172500,FIBP,1.9513516,0.86303025,0.7786094
ENSG00000172530,BANP,0.13855311,0.19174068,0.14309384
ENSG00000172531,PPP1CA,2.3555734,3.4635577,2.8822987
ENSG00000172534,HCFC1,0.5072333,0.85657305,0.6050321
ENSG00000172586,CHCHD1,2.1636143,1.9576339,1.4580721
ENSG00000172590,MRPL52,3.0860407,4.3247876,3.3801243
ENSG00000172613,RAD9A,,0.2604343,0.20919158
ENSG00000172661,WASHC2C,0.23842213,0.25259253,0.1989615
ENSG00000172663,TMEM134,0.44210592,0.31740332,0.30042803
ENSG00000172667,ZMAT3,0.76690906,0.36280227,0.29143503
ENSG00000172725,CORO1B,0.56234723,0.99188787,0.9074073
ENSG00000172728,FUT10,,0.18346766,0.14267106
ENSG00000172732,MUS81,0.26890785,0.2846792,0.24543026
ENSG00000172757,CFL1,24.255232,12.50748,9.588274
ENSG00000172766,NAA16,0.18944693,0.38088635,0.28908995
ENSG00000172775,FAM192A,0.868333,0.9775848,0.77713186
ENSG00000172785,CBWD1,0.20023829,0.16216245,0.12012243
ENSG00000172795,DCP2,0.36377263,1.6828928,1.396372
ENSG00000172809,RPL38,9.637844,10.583573,9.907753
ENSG00000172831,CES2,0.27231792,0.32247546,0.24809293
ENSG00000172845,SP3,0.45976785,0.56811297,0.47228232
ENSG00000172869,DMXL1,0.23011097,0.29764855,0.2683763
ENSG00000172878,METAP1D,,0.18128088,0.13826098
ENSG00000172888,ZNF621,0.120023854,0.48353514,0.35694444
ENSG00000172889,EGFL7,0.13845031,1.3147341,1.2672124
ENSG00000172890,NADSYN1,0.2526956,0.22406244,0.19912526
ENSG00000172893,DHCR7,0.16223417,0.5169523,0.46013877
ENSG00000172922,RNASEH2C,1.5418339,1.6282078,1.2162772
ENSG00000172932,ANKRD13D,0.27786925,0.2546284,0.23625092
ENSG00000172936,MYD88,,0.19906215,0.1551486
ENSG00000172939,OXSR1,0.84257793,0.75787216,0.6071332
ENSG00000172943,PHF8,,0.19144672,0.12748876
ENSG00000172954,LCLAT1,0.19650272,0.36404485,0.27829054
ENSG00000172965,MIR4435-2HG,0.74628615,0.66689914,0.5659966
ENSG00000172967,XKR3,,0.14529295,0.10495991
ENSG00000172977,KAT5,0.24117517,0.36497113,0.28236568
ENSG00000172992,DCAKD,,0.13525108,0.11200409
ENSG00000173020,GRK2,0.17484926,0.49498382,0.45188197
ENSG00000173039,RELA,0.39374217,0.35957253,0.26360497
ENSG00000173041,ZNF680,0.107779026,0.18275492,0.18377945
ENSG00000173064,HECTD4,0.19466801,0.561233,0.44391438
ENSG00000173065,FAM222B,0.1547376,0.33354756,0.22424439
ENSG00000173085,COQ2,0.29008818,0.1709131,0.13212852
ENSG00000173113,TRMT112,3.669888,2.758779,2.0950496
ENSG00000173120,KDM2A,0.466409,0.5200568,0.38498965
ENSG00000173141,MRPL57,1.9123839,2.0156293,1.5303967
ENSG00000173145,NOC3L,1.1281407,0.8582469,0.5498179
ENSG00000173153,ESRRA,0.2647415,0.49065915,0.4066945
ENSG00000173163,COMMD1,0.8331782,0.29322997,0.22797002
ENSG00000173171,MTX1,0.8057307,1.3910656,1.0208079
ENSG00000173193,PARP14,0.31875062,0.23686527,0.24482787
ENSG00000173207,CKS1B,2.0585272,4.229952,2.9222767
ENSG00000173214,MFSD4B,0.15416192,0.40020975,0.2986867
ENSG00000173221,GLRX,1.0170935,0.16055992,0.12379933
ENSG00000173226,IQCB1,0.14412688,0.46424156,0.39774087
ENSG00000173230,GOLGB1,2.105575,0.9938346,1.0072467
ENSG00000173264,GPR137,0.20548671,0.18879929,0.13371055
ENSG00000173272,MZT2A,2.3934944,3.5176654,3.0818515
ENSG00000173273,TNKS,0.33477873,0.28422844,0.2482417
ENSG00000173276,ZBTB21,0.15645123,0.26104382,0.19517988
ENSG00000173327,MAP3K11,0.2967144,0.3455548,0.2892801
ENSG00000173349,SFT2D3,0.11395518,0.2055736,0.20181948
ENSG00000173402,DAG1,0.6524649,0.33621824,0.31278417
ENSG00000173409,ARV1,0.27130857,0.6802049,0.5352717
ENSG00000173418,NAA20,1.6474557,1.4444621,1.0341376
ENSG00000173436,MICOS10,4.7289042,4.8813996,3.7105052
ENSG00000173442,EHBP1L1,0.27697062,0.26863515,0.28923705
ENSG00000173456,RNF26,0.36174375,0.36658075,0.30378395
ENSG00000173457,PPP1R14B,14.067971,8.682649,6.0217004
ENSG00000173465,ZNRD2,0.91979945,1.353757,0.8810703
ENSG00000173473,SMARCC1,1.976647,4.5347266,3.5729918
ENSG00000173511,VEGFB,1.3143822,0.976171,0.8108096
ENSG00000173517,PEAK1,0.31058854,0.2636247,0.20655665
ENSG00000173542,MOB1B,0.15849009,0.55247486,0.46560016
ENSG00000173545,ZNF622,0.5312001,0.84229386,0.71724963
ENSG00000173559,NABP1,0.42570832,0.53846514,0.41124225
ENSG00000173575,CHD2,0.9378032,0.8269635,0.76880527
ENSG00000173581,CCDC106,0.17429522,0.29266113,0.26524037
ENSG00000173588,CEP83,0.20215295,0.3420274,0.26493382
ENSG00000173598,NUDT4,0.84163404,0.7083606,0.5809915
ENSG00000173611,SCAI,,0.39777535,0.28577954
ENSG00000173614,NMNAT1,0.11445596,0.1722704,0.14833193
ENSG00000173621,LRFN4,0.2794926,0.13345401,0.12385262
ENSG00000173638,SLC19A1,0.16736938,0.59076595,0.38678893
ENSG00000173653,RCE1,0.18544942,0.297001,0.22236675
ENSG00000173660,UQCRH,8.19556,30.032322,23.236443
ENSG00000173674,EIF1AX,5.4588165,6.051241,3.717599
ENSG00000173692,PSMD1,2.6688297,2.7670395,2.0525572
ENSG00000173726,TOMM20,3.2934709,10.455369,8.310402
ENSG00000173744,AGFG1,0.7473635,0.77813715,0.5552283
ENSG00000173757,STAT5B,,0.78244823,0.73650175
ENSG00000173762,CD7,,0.26675573,0.38391277
ENSG00000173786,CNP,0.4601773,0.27665538,0.23794062
ENSG00000173801,JUP,0.15600671,0.31571963,0.33553523
ENSG00000173812,EIF1,17.083652,14.91899,13.233477
ENSG00000173818,ENDOV,0.21838264,0.16677417,0.12558518
ENSG00000173821,RNF213,0.4780637,0.19662073,0.19389683
ENSG00000173848,NET1,0.34319207,1.8064988,1.2743727
ENSG00000173875,ZNF791,0.31712326,0.4257107,0.36650577
ENSG00000173889,PHC3,0.24596862,0.2408797,0.19265927
ENSG00000173894,CBX2,,0.15317369,0.11450931
ENSG00000173905,GOLIM4,0.9555984,0.7431979,0.6462703
ENSG00000173914,RBM4B,0.1894315,0.22856028,0.1576108
ENSG00000173915,ATP5MD,5.8911777,4.0160456,2.8914797
ENSG00000173917,HOXB2,,0.7540773,0.52451056
ENSG00000173928,SWSAP1,,0.14003119,0.11959277
ENSG00000173933,RBM4,1.3672504,1.8751854,1.4453138
ENSG00000173950,XXYLT1,0.25322807,0.24153903,0.20528972
ENSG00000173960,UBXN2A,0.43702587,0.80335903,0.57925254
ENSG00000173992,CCS,0.34067884,0.41509375,0.37457034
ENSG00000174004,NRROS,,0.22328429,0.18810645
ENSG00000174013,FBXO45,0.26279983,1.1830477,0.749856
ENSG00000174021,GNG5,4.942977,4.8933554,3.7237976
ENSG00000174080,CTSF,,0.14208472,0.15743314
ENSG00000174106,LEMD3,0.19689462,0.3455865,0.27683815
ENSG00000174109,C16orf91,0.3517611,0.94617915,0.5875366
ENSG00000174165,ZDHHC24,0.427944,0.2754783,0.24514246
ENSG00000174173,TRMT10C,0.7294672,2.7239249,2.0733929
ENSG00000174177,CTU2,0.15916556,0.45225105,0.30791098
ENSG00000174197,MGA,0.1674558,0.8874134,0.67728615
ENSG00000174227,PIGG,0.2757628,0.22579664,0.19609104
ENSG00000174231,PRPF8,1.4007987,1.6988876,1.2093589
ENSG00000174238,PITPNA,0.7030637,0.44014263,0.31410256
ENSG00000174243,DDX23,0.6228045,1.1853293,0.820996
ENSG00000174276,ZNHIT2,0.20659868,0.2808706,0.21404481
ENSG00000174306,ZHX3,0.32749116,0.17716967,0.14847736
ENSG00000174365,SNHG11,0.124192,0.26352993,0.2099311
ENSG00000174371,EXO1,0.22118995,0.5175013,0.388912
ENSG00000174373,RALGAPA1,0.30676016,0.5023422,0.3681847
ENSG00000174437,ATP2A2,1.4286066,1.7144686,1.1233039
ENSG00000174442,ZWILCH,0.5142157,0.6206096,0.38033232
ENSG00000174444,RPL4,19.822857,23.557594,22.319767
ENSG00000174446,SNAPC5,0.34465605,0.40676534,0.36227858
ENSG00000174456,C12orf76,0.14460467,0.20308153,0.20552038
ENSG00000174485,DENND4A,0.16309272,0.18610519,0.17193991
ENSG00000174501,ANKRD36C,0.3072282,0.20825957,0.21351157
ENSG00000174547,MRPL11,1.7500542,3.1176898,2.238274
ENSG00000174574,AKIRIN1,0.8370596,2.6309752,1.8239416
ENSG00000174579,MSL2,0.10919082,0.26745585,0.20400126
ENSG00000174606,ANGEL2,0.24572189,0.33104545,0.28957304
ENSG00000174669,SLC29A2,,0.15884873,0.12804084
ENSG00000174684,B4GAT1,0.32964155,0.17062096,0.14173594
ENSG00000174695,TMEM167A,1.9770808,2.2157724,1.4677411
ENSG00000174718,RESF1,0.32760075,1.5010563,1.3333253
ENSG00000174720,LARP7,0.8192339,0.9703957,0.7465793
ENSG00000174738,NR1D2,0.46667433,0.16103975,0.13812286
ENSG00000174744,BRMS1,0.69907796,0.77791643,0.53850555
ENSG00000174748,RPL15,43.4252,56.733562,45.882343
ENSG00000174749,FAM241A,,0.32406056,0.23595107
ENSG00000174775,HRAS,2.0607324,0.67865795,0.42111218
ENSG00000174780,SRP72,2.822247,3.6724875,2.9094326
ENSG00000174796,THAP6,0.14564255,0.20210809,0.13930717
ENSG00000174799,CEP135,0.34359708,0.2628151,0.21887632
ENSG00000174839,DENND6A,0.1551024,0.1846017,0.1566486
ENSG00000174840,PDE12,0.30720288,0.5362965,0.36053047
ENSG00000174842,GLMN,0.20860942,0.4996029,0.35705644
ENSG00000174851,YIF1A,1.513724,1.4190456,1.0922639
ENSG00000174886,NDUFA11,4.22936,5.041071,3.8731742
ENSG00000174891,RSRC1,0.6783811,1.0020368,0.8465364
ENSG00000174903,RAB1B,0.925837,0.74432546,0.5785133
ENSG00000174915,PTDSS2,0.27402568,0.26114467,0.20569731
ENSG00000174917,MICOS13,2.115381,1.2250962,0.95150566
ENSG00000174928,C3orf33,,0.13922526,0.10810851
ENSG00000174938,SEZ6L2,0.23875237,0.12778965,0.13561189
ENSG00000174943,KCTD13,0.10754894,0.1288472,0.11184335
ENSG00000174953,DHX36,1.2755475,2.066922,1.5930537
ENSG00000175040,CHST2,,0.5864882,0.5529436
ENSG00000175054,ATR,0.46948564,0.6462331,0.5307361
ENSG00000175061,SNHG29,15.385124,19.245743,17.100658
ENSG00000175066,GK5,0.2292154,0.32412484,0.26455685
ENSG00000175073,VCPIP1,0.2292298,0.34038562,0.27651703
ENSG00000175087,PDIK1L,,0.1603238,0.13203655
ENSG00000175110,MRPS22,0.80284613,1.5060909,1.1987765
ENSG00000175115,PACS1,0.5616658,0.16549414,0.1502528
ENSG00000175130,MARCKSL1,2.8022194,5.867525,5.0186415
ENSG00000175137,SH3BP5L,0.10384717,0.14168769,0.121123105
ENSG00000175164,ABO,,0.18789157,0.1694046
ENSG00000175166,PSMD2,6.6639757,3.608385,2.3973548
ENSG00000175193,PARL,0.7172237,0.9211887,0.72263044
ENSG00000175197,DDIT3,0.20243445,0.5943691,0.38481036
ENSG00000175198,PCCA,0.10949339,0.19732969,0.20078902
ENSG00000175203,DCTN2,1.6673443,1.3300345,1.2320815
ENSG00000175213,ZNF408,,0.15210961,0.10941077
ENSG00000175215,CTDSP2,0.39280832,0.36961794,0.34297562
ENSG00000175216,CKAP5,1.3022747,2.132724,1.4692658
ENSG00000175220,ARHGAP1,0.3235915,0.15215133,0.11975987
ENSG00000175221,MED16,0.27000374,0.43460578,0.32090497
ENSG00000175224,ATG13,0.29617748,0.29826805,0.24445777
ENSG00000175265,GOLGA8A,,0.114526294,0.11158862
ENSG00000175279,CENPS,0.5788278,0.3865021,0.2646286
ENSG00000175283,DOLK,0.19184668,0.16284189,0.12606315
ENSG00000175287,PHYHD1,,0.16673626,0.14370476
ENSG00000175309,PHYKPL,0.11236793,0.22733538,0.21844038
ENSG00000175322,ZNF519,,0.14037134,0.10823545
ENSG00000175324,LSM1,1.3220307,1.8692148,1.2201201
ENSG00000175334,BANF1,4.4736276,4.699688,3.4287584
ENSG00000175348,TMEM9B,0.5443469,0.25802827,0.18970868
ENSG00000175352,NRIP3,0.51671654,0.20158128,0.17012538
ENSG00000175354,PTPN2,0.35026166,0.7156155,0.5538873
ENSG00000175376,EIF1AD,0.18036522,0.5398242,0.3329556
ENSG00000175387,SMAD2,0.6460125,0.6386285,0.51559514
ENSG00000175390,EIF3F,4.1370983,2.4798007,2.4802294
ENSG00000175416,CLTB,1.4959791,1.274145,0.95944446
ENSG00000175449,RFESD,,1.0690322,0.6656288
ENSG00000175455,CCDC14,0.6856757,0.6670223,0.56183404
ENSG00000175467,SART1,0.4097824,0.47662988,0.42271626
ENSG00000175470,PPP2R2D,0.5593852,0.47937942,0.3488823
ENSG00000175482,POLD4,1.4922895,0.2678991,0.2895362
ENSG00000175548,ALG10B,,0.1317185,0.1124807
ENSG00000175550,DRAP1,7.761039,2.1378078,1.6411413
ENSG00000175567,UCP2,0.16999356,0.70969456,0.5925872
ENSG00000175573,C11orf68,0.6061692,0.20600942,0.2083619
ENSG00000175575,PAAF1,0.24472156,0.386986,0.30735385
ENSG00000175581,MRPL48,0.40356416,1.0955036,0.8658544
ENSG00000175582,RAB6A,0.50942886,0.4830173,0.3843411
ENSG00000175595,ERCC4,0.24945238,0.23510163,0.15776618
ENSG00000175602,CCDC85B,3.1123497,2.3287911,1.7546631
ENSG00000175606,TMEM70,0.5921732,1.1648576,0.7436335
ENSG00000175634,RPS6KB2,0.61741906,1.8672283,1.4427265
ENSG00000175643,RMI2,0.24018525,0.38899466,0.37332588
ENSG00000175701,MTLN,0.61528116,0.23208797,0.19765598
ENSG00000175727,MLXIP,0.34384134,0.86317873,0.73306066
ENSG00000175756,AURKAIP1,5.012686,7.5787907,5.175435
ENSG00000175768,TOMM5,3.8835,4.561101,2.8962126
ENSG00000175782,SLC35E3,0.3986864,0.41606882,0.34550595
ENSG00000175792,RUVBL1,1.3560334,2.6926107,1.9179533
ENSG00000175826,CTDNEP1,1.4178311,0.9935655,0.75254905
ENSG00000175832,ETV4,,0.44613332,0.4331728
ENSG00000175854,SWI5,0.71650183,1.1902062,0.90014607
ENSG00000175866,BAIAP2,0.23163489,0.16381223,0.115547165
ENSG00000175895,PLEKHF2,0.15286346,0.2529415,0.18340327
ENSG00000175931,UBE2O,0.26298437,0.35602054,0.27255133
ENSG00000175938,ORAI3,0.18264078,0.13527964,0.20738903
ENSG00000176014,TUBB6,3.1644936,0.53844035,0.5048088
ENSG00000176018,LYSMD3,0.26101947,0.26585302,0.20664878
ENSG00000176022,B3GALT6,0.38841343,0.31878173,0.26502225
ENSG00000176055,MBLAC2,,0.16083209,0.143763
ENSG00000176058,TPRN,0.14573339,0.28310478,0.2361331
ENSG00000176087,SLC35A4,0.2933626,0.6443316,0.44454026
ENSG00000176095,IP6K1,0.20857607,0.2699018,0.21511368
ENSG00000176101,SSNA1,1.7104772,1.7530906,1.1743935
ENSG00000176102,CSTF3,0.6711206,0.9548191,0.6877319
ENSG00000176105,YES1,0.8479604,0.7273218,0.60707617
ENSG00000176108,CHMP6,0.34055638,0.14341846,0.13562313
ENSG00000176124,DLEU1,0.34353387,1.7476668,1.1388929
ENSG00000176155,CCDC57,,0.13293007,0.13253489
ENSG00000176165,FOXG1,,0.18714789,0.13481629
ENSG00000176170,SPHK1,1.6670697,0.4111126,0.24553984
ENSG00000176171,BNIP3,6.8382244,0.77454907,0.62269396
ENSG00000176208,ATAD5,0.4634287,1.1025878,0.86735535
ENSG00000176209,SMIM19,0.48174217,0.42440483,0.41994694
ENSG00000176225,RTTN,0.12300108,0.16536546,0.11427229
ENSG00000176261,ZBTB8OS,0.72167784,1.8181268,1.2529306
ENSG00000176340,COX8A,5.451353,6.5208154,5.688028
ENSG00000176386,CDC26,0.8717437,0.83290863,0.5499862
ENSG00000176390,CRLF3,,0.21906488,0.1620576
ENSG00000176393,RNPEP,0.59251285,0.99910015,0.9052594
ENSG00000176396,EID2,0.30065322,0.32686287,0.2634295
ENSG00000176401,EID2B,0.11378994,0.1295337,0.11035782
ENSG00000176407,KCMF1,0.80933934,0.88460326,0.6234134
ENSG00000176410,DNAJC30,0.38616815,0.20043012,0.18040587
ENSG00000176422,SPRYD4,0.27752042,0.2750284,0.21134248
ENSG00000176444,CLK2,,0.20570332,0.16183531
ENSG00000176476,SGF29,,0.2381168,0.17674713
ENSG00000176533,GNG7,,,0.105837576
ENSG00000176542,USF3,0.12426183,0.14551538,0.12031401
ENSG00000176597,B3GNT5,,0.12763685,0.10759215
