gene_symbol,gene_id,levene_pval,var_ratio,is_bimodal,bic_diff
CLEC19A,ENSG00000261210,0.00145541413858998,0.09498875681860128,FALSE,9.549604138523804
TDO2,ENSG00000151790,0.00146809055516832,2.969148128068471,TRUE,12.224019211832797
MIIP,ENSG00000116691,0.00149546591306128,3.7024401716515984,FALSE,-5.535886582547789
ENSG00000270522,ENSG00000270522,0.00150783006909704,6.129507300890467,FALSE,8.91591543780945
TRBJ1-5,ENSG00000282173,0.00155712033811599,5.140956619151122,TRUE,15.01903411569478
EPCAM,ENSG00000119888,0.0015742084288859,0.08013591676873039,FALSE,6.951990187257607
ITGAL,ENSG00000005844,0.00159326148404764,0.06199260174993815,FALSE,-4.085643263108118
NR5A2,ENSG00000116833,0.00163155395637797,4.128784744389523,FALSE,-0.8186424878408403
CYP4B1,ENSG00000142973,0.00163364510241455,2.6782331864739035,FALSE,-3.974247353965609
ENSG00000275063,ENSG00000275063,0.00165352319550231,29.531518433757512,TRUE,55.88676579219254
SLC35A5,ENSG00000138459,0.00166596056178209,2.9913279444570553,FALSE,-4.546169323360754
CCL3,ENSG00000277632,0.00167018611881551,5.597687920874812,TRUE,10.749737246896885
EEPD1,ENSG00000122547,0.00167882766485193,3.67050230887116,FALSE,-1.1257993000895397
