"gene","mean_control","mean_amd","var_control","var_amd","cv_control","cv_amd","f_stat","f_pvalue","levene_pvalue","extreme_freq_control","extreme_freq_amd","f_fdr","levene_fdr","var_fc","cv_diff"
"74",6.22552620162006,6.10961785980718,0.204158386038262,0.195442010711742,0.0725784145284333,0.0723593809610695,0.957305817822807,0.924522587798122,0.696393986584703,0.06,0.0714285714285714,0.987059912005654,0.994134041520534,-0.062955284380335,-0.000219033567363788
"96",5.41415775619212,5.42453608829919,0.454748399056568,0.38208478146958,0.12455311779947,0.113950749777509,0.840211383398516,0.636368173753649,0.934101511189126,0.04,0.0357142857142857,0.930429182080436,0.998283466352342,-0.251178935438611,-0.0106023680219617
"97",5.46292586888647,5.25293398105028,0.608337212525008,0.793451329287797,0.142773236636628,0.169573553348223,1.3042952378245,0.412071446985205,0.416288229934864,0.02,0.0357142857142857,0.850477010493189,0.987719037577365,0.383268100742975,0.0268003167115951
"99",2.01866258007735,1.98783825700878,0.1593375894462,0.242374954327886,0.197740293113383,0.247663842706957,1.52114108899409,0.199548090983444,0.182232792277745,0.02,0.0357142857142857,0.728600549985479,0.985956148812927,0.605144917927658,0.0499235495935739
"100",6.2617510774664,6.29341497444355,0.33757637386169,0.255553669354798,0.0927876452435743,0.080325719143135,0.757024748004141,0.440777674087212,0.161969363593129,0.02,0.0357142857142857,0.862650555864419,0.985956148812927,-0.401591904234366,-0.0124619261004393
"101",2.11273542576248,1.91386647016987,0.245304588103156,0.288836001766658,0.234426938291797,0.280810796572909,1.17745861991458,0.606523562067373,0.890104029879197,0.02,0.0357142857142857,0.921768331409382,0.998283466352342,0.235670478064423,0.0463838582811121
"102",4.60525858887403,4.55393843243208,0.102228222295203,0.186517046411831,0.0694274619071868,0.0948357350359673,1.8245161876456,0.0666505680020775,0.436170957374876,0.04,0.107142857142857,0.55127562801799,0.988888837353549,0.8674998385713,0.0254082731287805
"103",5.58018212873597,5.5352901339442,0.298956245676382,0.32468838199065,0.097984044916593,0.102942072267239,1.08607325214447,0.782772259856895,0.718180429907834,0.04,0.0714285714285714,0.962220808316442,0.994918038680559,0.119116585794797,0.00495802735064621
"104",7.53853649648398,7.45955093110016,0.23219980667705,0.126271684972931,0.0639210392937565,0.0476365439973008,0.543806158928259,0.0909812398268784,0.0365286201128457,0.02,0.0357142857142857,0.595033102502583,0.985956148812927,-0.8788418172013,-0.0162844952964557
"106",5.10773997989949,4.87981303114675,0.176400094112582,0.16911866511894,0.0822281540296584,0.0842737849401544,0.958722079881684,0.927949491452173,0.576437534006786,0.06,0.0357142857142857,0.987718506439396,0.99090443813819,-0.0608236146626638,0.00204563091049603
