"gene","agilent_id","gene_symbol","P.Value_mac","logFC_mac","adj.P.Val_mac","P.Value_extra","logFC_extra","adj.P.Val_extra","meta_p","meta_logFC","meta_fdr"
32,32,"APBA3",0.906172905436588,-0.0137841980005321,0.987030822808068,0.189427942954882,-0.170704859211068,0.838953453463398,0.47415628676873,-0.0922445286058001,0.877536274483441
33,33,"CRCP",0.137406856361214,-0.216703338344567,0.728905923535418,0.0121163510700541,0.311088747185867,0.632657937117026,0.012316720124642,0.04719270442065,0.471685003008167
34,34,"C19orf15",0.499150998679425,-0.0851294039935308,0.897731587574323,0.739346370287784,0.043753350926691,0.975315606575033,0.736923074271541,-0.0206880265334199,0.94726924976324
35,35,"KBTBD4",0.732986835399765,-0.0316825956250511,0.955244441615695,0.484176213203508,-0.067195030972005,0.932861165581753,0.722542334065101,-0.049438813298528,0.943537143570058
36,36,"UNQ9368",0.195709587783254,-0.293182405705709,0.76848186044996,0.768697066763334,0.0778228543618874,0.978411305591299,0.435404711291099,-0.107679775671911,0.863964577878141
37,37,"LRP1",0.568690701608844,-0.0558196890631601,0.91720179621641,0.177541563409156,0.199265376134972,0.833799727911639,0.332478697407794,0.071722843535906,0.822986370251352
38,38,"TSC1",0.131923974839839,-0.170993766976813,0.72298903071626,0.305314969717803,0.112713389502675,0.893330065122007,0.169650087033484,-0.029140188737069,0.736047996653209
40,40,"",0.426773387355891,0.112831982675879,0.871913195484918,0.442981892842653,-0.10871196384082,0.924362744535259,0.503963657908309,0.0020600094175295,0.886815395045442
41,41,"ADORA3",0.0505798492639818,-0.408569328072771,0.63802081614089,0.776269302521998,0.0617787674678014,0.979676864547847,0.166377781494034,-0.173395280302485,0.734132432327984
42,42,"GOLGA3",0.717639514196938,-0.0445292943407245,0.95246207871669,0.404612281648283,0.106437368819561,0.918948973256329,0.649436099139641,0.0309540372394183,0.926463786961308
43,43,"",0.241543296037048,-0.149977178899938,0.793277406081302,0.726387737810138,0.0421620161602929,0.972977701169025,0.48081050189023,-0.0539075813698226,0.879650766481174
44,44,"CDH6",0.412641197145605,-0.10231866933643,0.867642874857546,0.0111640005165036,-0.319227270125584,0.624203246267034,0.0293920105745671,-0.210772969731007,0.541062815424748
45,45,"CD99L2",0.9541679267026,-0.00674012959230378,0.994332585650073,0.0480322443869455,0.284146153476323,0.724178412308607,0.187118024326352,0.13870301194201,0.749056726945952
46,46,"",0.801320489171938,-0.0282517091376064,0.969433062564466,0.0929529289861978,0.243268576679333,0.777921585568919,0.267934502309959,0.107508433770863,0.797308360771397
47,47,"SMG7",0.000311386886480233,-0.344396852002019,0.344985605865808,0.240990153174597,0.13242115349193,0.866549607646323,0.00078774273856925,-0.105987849255045,0.287263447713881
48,48,"",0.773290974415538,0.0322991853911648,0.963814364140618,0.880668808346938,-0.0178752265083061,0.98968986718627,0.942640501447922,0.00721197944142935,0.988485815896381
49,49,"C9orf30",0.168451095827204,-0.159180914852106,0.750734330427413,0.556391367832699,0.0745979665708943,0.948143731557338,0.315608031510341,-0.0422914741406058,0.81760228151148
50,50,"CXorf57",0.336276081338213,0.0949247035098756,0.83920061017297,0.83941528590572,-0.0216732280925742,0.98522920743773,0.639317526790488,0.0366257377086507,0.924347416517219
51,51,"",0.525160839557807,0.11291904014644,0.906347136832546,0.826854435215009,-0.03689359913608,0.98426285156535,0.796457694968108,0.03801272050518,0.960547284789165
52,52,"VASH1",0.520828202802365,-0.0797788382952076,0.904571260940806,0.814417949981455,-0.0408950458175698,0.983007374196554,0.787948658537876,-0.0603369420563887,0.959712793682625
53,53,"SRF",0.481366087715827,-0.0925875182492757,0.891799033477107,0.250106863751949,0.140020897954589,0.869752452402877,0.375264165722416,0.0237166898526566,0.841743621485401
54,54,"",0.257746234921382,-0.171239761876758,0.802398862021683,0.820317013358079,0.0367429019229525,0.983007374196554,0.53996852310749,-0.0672484299769028,0.898382169446609
55,55,"",0.165652991361411,-0.172643849873254,0.748595689275908,0.203133329396276,-0.183827558365437,0.846174465234471,0.147780917183954,-0.178235704119346,0.722343538929675
56,56,"BBX",0.103106569839015,-0.209381835217384,0.696321753154278,0.181542213890575,-0.164744010620503,0.835901410056271,0.093184026915534,-0.187062922918943,0.661790014630265
57,57,"SLC7A1",0.00284168840897928,-0.411056979817046,0.516685087981613,0.274171479271687,0.168579765635825,0.883412424577961,0.00635547882671491,-0.12123860709061,0.419804703299771
58,58,"",0.173986018087456,-0.306780939751924,0.753419365705927,0.275567538866562,-0.256761343384581,0.883412424577961,0.193587255449656,-0.281771141568253,0.751931571968848
59,59,"",0.151025201673052,-0.171509541422445,0.737548502163211,0.484394597168484,-0.0899986129806208,0.932861165581753,0.264470183077725,-0.130754077201533,0.795947942196855
60,60,"C3orf75",0.540689566062649,-0.0735269266874692,0.910102315812817,0.149618802421707,-0.215551710583031,0.81933630283024,0.28431967815593,-0.14453931863525,0.80460427970687
61,61,"YWHAZ",0.010292030194802,-0.272686417032905,0.545108618865374,0.217143946518776,0.150177960184482,0.852999260712347,0.01587545090957,-0.0612542284242115,0.485075366908437
62,62,"MAB21L2",0.331593937016305,-0.118124423467354,0.837358426808851,0.624376305533743,0.0773034051326235,0.958134356322203,0.533094601029211,-0.0204105091673652,0.89686775388093
