pathway,NES_H2O2,Padj_H2O2,NES_Rescue,Padj_Rescue
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP,-0.9113742674970533,0.9042882236770287,-0.9951051216187937,0.6837228029261202
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN,1.4949300813936577,0.10872317045721396,-1.4741678429748233,0.18971411199887075
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP,-1.2297547943053164,0.3867256997731933,-0.8757712435079268,0.808617064219985
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN,1.3667533816860415,0.33501091241045833,-0.8710422268743039,0.81098150873537
AFFAR_YY1_TARGETS_DN,-1.2027408399507786,0.29268304382151966,1.3239509055021663,0.162406110745793
AFFAR_YY1_TARGETS_UP,1.4735835264331136,0.0631744008791494,-1.466726400997966,0.15621654371984378
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,-1.2293458845319123,0.2810520474859798,-0.9553697929084046,0.7397886758088708
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP,-0.8599047595673472,0.9825804753968951,-1.353869920407782,0.1952451579423138
AIGNER_ZEB1_TARGETS,-1.1491588536297774,0.5568821050600778,-1.5049502604948097,0.2049825174825175
AIYAR_COBRA1_TARGETS_DN,-0.965480107040883,0.776915926212092,-0.9335618939345098,0.7471839033056126
AIYAR_COBRA1_TARGETS_UP,1.0975148697775152,0.6561352375400759,-0.9041134816575934,0.7771896674562208
AKL_HTLV1_INFECTION_DN,-1.224594610185767,0.453579246306519,1.0174240511994916,0.6406376439252913
AKL_HTLV1_INFECTION_UP,-1.6462769364055472,0.2205623813851581,-1.574627964897415,0.186766554251652
ALCALAY_AML_BY_NPM1_LOCALIZATION_DN,-1.1571486735111942,0.3622053503994912,1.186920506837931,0.32083999747909653
ALCALAY_AML_BY_NPM1_LOCALIZATION_UP,-1.1188505845040813,0.5280539994833836,-0.7613510542227073,0.9182470506567488
ALCALA_APOPTOSIS,-1.051407219435289,0.6472605835847195,-1.0780121622446368,0.5859848944972811
ALFANO_MYC_TARGETS,0.8761335760163457,0.9176954239544831,-1.6178782311181672,0.04062946041294151
ALONSO_METASTASIS_DN,0.5250448435939444,0.9978797650529955,0.6843658072277905,0.9442896759916707
ALONSO_METASTASIS_EMT_UP,-1.3141485179516976,0.3723009195065354,-1.716276962090267,0.0737289021135966
ALONSO_METASTASIS_NEURAL_UP,-1.2291629181559456,0.5168454924108286,-1.112044500482282,0.5956376482692272
ALONSO_METASTASIS_UP,-1.1196732467978538,0.4911888660197981,-1.5482442180093765,0.09491801243126037
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION,1.0692689867838163,0.6620008233841087,1.2386393813470205,0.3291833186570029
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53,0.8256649069088658,0.9316412092001275,-1.1939866031408335,0.44788463645915927
AMIT_DELAYED_EARLY_GENES,1.4953788858667498,0.28148493469219255,-0.6804414904628706,0.9296949010391797
AMIT_EGF_RESPONSE_120_HELA,1.84589522289477,0.011141011049006838,-1.571778988954252,0.13518624244389413
AMIT_EGF_RESPONSE_120_MCF10A,1.3867350397600613,0.3528386024957218,-1.564384066435972,0.14995848529826186
AMIT_EGF_RESPONSE_240_HELA,0.7625037885344073,0.947364336730299,-1.3500377980225893,0.2979149802105666
AMIT_EGF_RESPONSE_240_MCF10A,1.175893195809914,0.5997272649286954,-0.9418284878086739,0.739131200986871
