pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,perturbation_id,target_gene
Redox-PRO,0.00369458128078818,0.0102496714848883,0.360855002769617,1.47202106824731,2,232,NDUFA4|ATP5F1E|ATP6V0E1|UQCR11|ATP6V1G1|ISCU|ATP6AP1|COX7B|FTL|NDUFB2|COX6A1|COX6B1|JUNB|ATP6V1D|ATP6V0C|ATP6V1F|ATOX1|PRDX6|NDUFS4|NDUFA3|UQCRB|BAX|ATP6V0B|NDUFB4|COX5B|COX4I1|NDUFA5|ATP5PD|G6PD|GPX4|NDUFA1|ISCA1|UQCRH|NDUFA8|SLC25A4|ETFB|PRDX2|COX7C|ATP5MF|UQCRQ|SURF1|MPC1|STK25|PRDX4|UQCRC2|DECR1|ETFA|COX7A2|TIMM8B|CYB5A|PDLIM1|MGST3|NDUFA2|GLRX|ERCC2|PRNP|NDUFA7|SRXN1|ATP6V1E1|PDHX|NDUFC1|ATP5ME|NDUFC2|COX6C,859_BMS1_P1P2_ENSG00000165733,BMS1
Redox-ANTI,0.744874715261959,0.744874715261959,-0.327312804456109,-0.804303964553738,326,10,BRCA1|SOD2|NQO1,859_BMS1_P1P2_ENSG00000165733,BMS1
Inflammation-PRO,0.00118343195266272,0.00907821229050279,0.551446229549596,2.28294836258015,0,268,CDKN1A|MAFF|ATF3|FN1|GADD45A|SAT1|NFKB2|TIMP1|SERPINE1|CASP3|PLAT|DRAM1|CFH|FAS|DNAJB4|PLK2|NFAT5|KLF10|LY6E|COL4A2|GADD45B|LGMN|CCNL1|BHLHE40|SQSTM1|PNRC1|ABCA1|JUNB|ATOX1|CCND1|PMEPA1|TFPI2|LRP1|IL6ST|BIRC2|CTSB|RCAN1|EDN1|ANXA5|NFKBIA|TIMP2|CXCL8|ATP2C1|IFNAR1|TAPBP|BTG1|SDC4|SGK1|F3|NINJ1|IRF1|IRS2|CFLAR|CTSD|USP15|BMP2|PPP1R15A|PDLIM5|LIPA|PCDH7|TAP1|LTBR|TNFAIP8|KDM6B|CD44|MAP2K3|TIPARP|S100A13|ADAM9|HMOX1|DDX58|PRCP|SLC4A4|NFE2L2|TUBB2A|CEBPB|IFNGR1|CPQ|LAMP2|CLCF1|ITGB8|TNIP1|ATP2A2|PIM1|CSF1|LIF|SERPINB2|DUSP1|CBLB|EGR1|IL10RB|CD9|ADM|PIK3CA|ABI1|AKAP10|IER2|IFNGR2|STAT1|FOSL2,859_BMS1_P1P2_ENSG00000165733,BMS1
Inflammation-ANTI,0.0121765601217656,0.0197869101978691,0.543384972259914,1.70458562420493,7,39,NR1D1|RPS19|PLK2|GRN|CYLD|MDK|GSTP1|FNDC4,859_BMS1_P1P2_ENSG00000165733,BMS1
Age-UP,0.665544332210999,0.786552392612999,0.232560937190438,0.88264304623645,592,141,CCNO|EZR|SLC39A3|FXR2|CST3|DEAF1|TOMM34|UBL4A|ATP6V0B|TMEM33|GPC1|APLP1|WWC1|FADS2|NOC4L|HLCS|PFKL|RAB7A|RDH11|SCARB1|COPG2|RBBP9|FADS3|GOT2|STK24|PTPMT1|NOC2L|QSOX1|NSFL1C|DCXR|LBH|ATP1B1|ANKRD16|GPX4|APLP2|SHISA5|CTDSP1|SLC9A3R1,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Age-DOWN,0.820143884892086,0.820143884892086,-0.186003754506674,-0.723887960587874,113,80,FGD6|LIMA1|CETN3|RAB8B|CLK1|AGPAT4|RBPJ|LRP5|PLA2G4A|ZEB2|FLCN|ID2|ZXDC|FAM133B|CNTNAP3|NFAT5|NRP1,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
ARE,0.512276785714286,0.786552392612999,0.253261420752323,0.969401778619879,458,151,VIM|PRDX1|GSTP1|FJX1|SEMA3C|SIVA1|PPP1R16A|PSMD3|METTL26|FAS|PRDX2|CHTF18|TXNRD1|PLCXD1|PCDH7|JUN|MOV10|DPP7|HMG20B|UNG|PIGQ|GSR|SPSB3|TMEM80|ME1|HSPA1B|PDE5A|TXN|ZBTB4|RHOT2|MFSD3|TK1|DKK1|CITED2|CDK10,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
AMD-Macula-UP,0.175691937424789,0.651416122004357,0.355182420141608,1.21467053872302,145,57,ARSK|STK38|DFFA|MSRB1|PHACTR2|TBC1D8B|SMAD9|RECK|HERC4|FLNA|GALK2|DTWD1|STXBP4|STK17B|TAGLN|NCKIPSD|LPP|HSD17B4|TMOD3|ITGB5|SLIT3|PEX13|CHMP7|KCNK6,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
AMD-Macula-DOWN,0.549044585987261,0.786552392612999,0.293944708200588,0.925035009744818,430,32,EIF4H|DEAF1|DHDDS|SLC25A28|TRAFD1|THOP1|TOMM20|PARP2|C8orf33,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
AMD-nonMacula-UP,0.22247191011236,0.651416122004357,0.307100412626696,1.15445206999341,197,129,PDPR|MEGF8|NRAV|PRXL2B|NFASC|JADE1|C1orf21|DNMBP|TRIM32|DFFA|SLC38A1|HMGN1|SLC35F2|TAF8|TLN2|MAP1A|OSBPL6|CHD7|MAF1|THSD4|CHD3|ERC1|STAC|CAPZB|STXBP4|HERPUD2|TIMM29|FAM216A|ATP8B2|TUSC3,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
AMD-nonMacula-DOWN,0.211627906976744,0.651416122004357,0.329562273193205,1.1706110407165,181,75,CCNO|EZR|CST3|DHDDS|ELOVL5|F2RL2|TEX2|EBNA1BP2|SPG21|GMPR|ADTRP|FDFT1|LOXL1-AS1|TRAFD1|MSRA|GOT2|TPGS2|SNX15|VRK1|FUCA2|NSFL1C|MYO1E|PLAAT3|SHISA5|CTSK|PSMD14,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Senescence-PRO,0.211123723041998,0.651416122004357,0.312205379477664,1.15291487788446,185,108,IGFBP5|MIF|IGFBP3|SERPINE2|CDK2|AXL|PTEN|CTSB|SCAMP4|RELA|FAS|CD55|NRG1|JUN|FZR1|CDKN2B|UBB|FGF2|UBA52|ANAPC11|VEGFC|DKK1|CTNNB1|MAPK7|TERF2|PIGF|SERPINE1|MAP3K3|SPP1|ANAPC5|RB1|UBC|ANAPC4|RBL1|BMP2|RPS6KA2|CDC16|ETS2|FGF1|MMP2,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Senescence-ANTI,0.799363057324841,0.820143884892086,0.21130381284936,0.847670588158159,752,300,PRKDC|RPA2|SHMT1|TUBB|STMN1|PA2G4|WRN|CCND1|CDC25A|MYC|CSE1L|SLC38A1|ODC1|PURA|KIF5B|MCM3|MLH1|NDC80|PML|RAN|CENPM|TIPIN|NUDT21|DCTPP1|GINS2|PPP1R8|SSRP1|MARCKS|SLC7A5|UNG|PMS2|NUP98|TIMELESS|CTPS1|GINS4|ANP32E|HELLS|RANBP1|NCL|CBX5|PTTG1|TRIP13|KIF15|UBE2T|HSPA8|BRCA1|SNRPB|MAP3K20|TK1|POP7|SRSF1|TCF19|MCM4|CCP110|GSPT1|E2F4|LIG1|NOTCH2|SQLE|MT2A|PRPS1|E2F1|PAICS|NASP|FOXN3|ING3|POLD3|ATAD2|SLBP|G3BP1|RFC2|CHMP1A|MCM5|CASP8AP2|MTHFD2|RBL1|INCENP|SLC7A1|EED|NUP205|IPO7|DR1|SYNCRIP|CKS1B|UCK2|RBBP7|NUMA1|DEK|AK2|NOLC1|POLE4|SS18|MCM6|SNRPD1|JPT1|RFC3|CHEK1|ORC6|ABL1|HMGN2|RAD1|MCM2|CCNF|SMC2|MTF2,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Redox-PRO,0.250544662309368,0.651416122004357,0.277525257964626,1.09612915720927,229,232,PFKP|PRDX1|NDUFB6|SLC25A5|VDAC2|SLC25A3|NDUFB7|CYC1|MRPS15|COX5A|PMPCA|COX6B1|NDUFA7|MRPS12|ATP6V0C|MDH2|ATP6V0E1|ATP5MC1|RHOT1|LDHA|ATP6V0B|PRDX2|CS|ATP5PD|TXNRD1|DLD|COX15|FXN|SLC25A11|COX4I1|TIMM17A|TIMM13|ETFDH|COX6A1|GSR|MRPL35|SUCLG1|IDH3A|AFG3L2|TXN|MSRA|GRPEL1|HCCS|UQCRQ|GOT2|ACADVL|GLRX2|ECI1|RHOT2|OXSR1|SLC25A6|SURF1|PTPA|ATP5PO|UQCRC2|CYCS|COX7A2|ATP5ME|ISCU|SDHA|ATP1B1,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Redox-ANTI,0.455384615384615,0.786552392612999,-0.365883299720194,-0.982418959684254,147,10,SOD2|SDHB|GCLC|CXCL8,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Inflammation-PRO,0.613903743315508,0.786552392612999,0.232292791966433,0.929208529249932,573,268,G0S2|EMP3|TNFRSF12A|YRDC|FJX1|PLPP3|LIPA|IL7R|SGK1|CD59|AXL|RHOB|GADD45A|CCND1|DNAJB4|LGALS3|CTSB|MYC|RELA|TNIP2|FAS|RCAN1|CTSC|MSRB1|MAFF|CD55|PHLDA2|PCDH7|JUN|KLF10|RABIF|PFN1|PANX1|MARCKS|F3|TFPI2|CCN1|BRPF3|RHOG|FYN|ME1|LYN|IFNGR2,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Inflammation-ANTI,0.32640586797066,0.70721271393643,0.333519947181152,1.09434937011791,266,39,GSTP1|MDK|CCN3|CYLD|FYN|LYN|RPS19|EXTL3|NR1D1|MAPK7|FXR1|RB1|AHR|GIT1,8601_SUPV3L1_P1P2_ENSG00000156502,SUPV3L1
Age-UP,0.00790513833992095,0.0171277997364954,0.355817357644846,1.47543622426303,3,141,AEN|CST3|C9orf16|BSG|FAP|GPC1|PI4K2A|QSOX1|APLP2|SRA1|GPX4|RDH10|SOX9|SLC16A1|LBH|DUSP4|RDH5|ATP6V0B|COL8A1|TIMP3|HAGHL|SLC25A39|ROGDI|NAPA|TMEM115|SDC4|ANKRD16|FXR2|APLP1|FICD|ITGB8|SCARB1|VGLL4|VEGFA|SCAND1|SHISA5,8605_SURF6_P1P2_ENSG00000148296,SURF6
Age-DOWN,0.48207171314741,0.556594488188976,-0.250573572689009,-0.984833681024875,241,80,PHF19|SMCHD1|UHRF1|KRAS|DNAJA1|AGPAT4|MAPK1|ARL6IP6|SLC38A2|HERC4|MEF2A|NRP1|TBL1XR1|ARMCX2|WRN|ZDHHC20|SRGAP2|ARHGAP21|FANCL|FGD6|MED28,8605_SURF6_P1P2_ENSG00000148296,SURF6
ARE,0.00196078431372549,0.00548523206751055,0.403649268357934,1.69226404995057,0,151,DDIT3|FTH1|FTL|FAS|PRDX5|SNHG8|RPL38|CITED2|LAMA4|ENC1|SNHG32|TXNIP|PRDX6|PLAT|DHRS3|JUND|SEMA3C|LIF|EDN1|GSTP1|EGR1|G6PD|FDXR|PIK3R3|PDGFC|KLF9|ROBO1|DDB2|LAMB2|TRPT1|TMEM80,8605_SURF6_P1P2_ENSG00000148296,SURF6
AMD-Macula-UP,0.0973630831643002,0.140635564570656,0.367317351377456,1.30470438148075,47,57,TAGLN|MYL9|DSTN|PCMTD1|SHC3|SLIT3|CCPG1|DTWD1|PRKCI|TPM1|SNX1|LPP|INTS8|RECK|ITGB5|MSRB1|YIPF4,8605_SURF6_P1P2_ENSG00000148296,SURF6
AMD-Macula-DOWN,0.513779527559055,0.556594488188976,-0.291037513750921,-0.94848401130482,260,32,SFRP1|TCP1|MIS18A|ACAT2|THOP1|TMEM97|TRAP1|PARP2|TMEM87A|SNHG4|PSMC1|EIF4H|C8orf33|C17orf58|DDX19B|SLC25A13|DEAF1|HPS4|SCARA3|VEPH1,8605_SURF6_P1P2_ENSG00000148296,SURF6
AMD-nonMacula-UP,0.840236686390533,0.840236686390533,0.203435448348167,0.833399342614732,425,129,MAP1A|FAM229B|MEG3|TUSC2|P4HA2|THSD4|SLC9A7|ERGIC1|SHC3|NFASC|CAPZB|PCDH9|SCD5|LINC02762|TMEM127|TUSC3|EXOC6B|CDH2|MEGF8,8605_SURF6_P1P2_ENSG00000148296,SURF6
AMD-nonMacula-DOWN,0.511247443762781,0.556594488188976,-0.251204475137823,-0.970170385285812,249,75,CDKN3|SFRP1|ITGA6|TCP1|NETO2|C1QBP|VRK1|SMC6|EZR|ACAT2|TPGS2|EBNA1BP2|PLAAT3|GOT2|PSMD11|ELOVL5|GTF3A|FBXO7|PSMD14|SNHG4|NPC2|BCAT1,8605_SURF6_P1P2_ENSG00000148296,SURF6
Senescence-PRO,0.00192307692307692,0.00548523206751055,0.510910580091196,2.04636694818035,0,108,CDKN1A|IGFBP7|IGFBP3|PAPPA|FAS|SERPINE1|CDKN2A|UBA52|FGF2|MMP2|SERPINE2|MIF|GEM|PLAT|CDKN2B|NRG1|ITGA2|RPS27A|SPP1|IL6ST|ANGPTL4|TIMP2|BMP2|EDN1|CDK6|BEX3|IGFBP5,8605_SURF6_P1P2_ENSG00000148296,SURF6
Senescence-ANTI,0.00210970464135021,0.00548523206751055,-0.743169414573935,-3.5010585363092,0,300,TUBB|STMN1|HMGN2|HNRNPD|HMGA1|PTTG1|DUT|SRSF2|RANBP1|BIRC5|DEK|DTYMK|TMPO|PAICS|NCL|PRKDC|SMC3|HNRNPU|CDKN3|RRM2|XRCC6|NASP|MKI67|RBBP7|DNMT1|UBE2T|SMC4|SNRPB|KPNB1|KIF20B|PSIP1|TPX2|PA2G4|HMGB2|PBK|ILF3|UBE2S|RPA3|MCM3|TK1|CENPF|PRC1|SNRPD1|NAP1L1|HELLS|DLGAP5|ANP32E|CENPM|KIF11|NUSAP1|ATAD2|SMC1A|CBX5|SFPQ|KPNA2|MCM4|KIF23|XPO1|USP1|MSH2|RAD21|RAN|CKS1B|BRCA1|LMNB1|SRSF10|RFC2|NSD2|JPT1|TOP2A|MCM7|NDC80|DEPDC1|BUB1|EIF2S1|CHEK1|CDCA3|MAD2L1|SMC2|TACC3|CCNA2|CDC20|GINS2|HMGB3|SMARCC1|CDK1|ORC6|HMMR|MCM5|BRCA2|CCNB2|DIAPH3|HSPA8|LBR|MCM6|KNL1|MELK|AURKB|TUBG1|TROAP|CENPE|BARD1|BUB1B|UBE2C|DDX39A|EXOSC8|SSRP1|KIF2C|BUB3|SLBP|SAP30|RACGAP1|PLK1|POLD3|KIF22|PCNA|NCAPD2|NOLC1|POLA2|CHAF1A|CDCA8|CKS2|NUDT21|KIF4A|CIT|FBXO5|CDC45|CBX1|EWSR1|RAD51AP1|GINS4|CENPA|G3BP1|MRE11|MYBL2|AURKA|RBL1|SPC24|GSPT1|EZH2|PSMC3IP|DCTPP1|TRIP13|NEK2|CSE1L|SMC6|TCF19|NUP98|SPC25|TIMELESS|CDC6|CASP8AP2|ASF1B|RAD23B|TFDP1|SRSF1|MCM2|TTK|CDC27|DKC1|KIF15|PNN|POLQ|TRA2B|PLK4|RFC3|E2F1|WEE1|KIF5B|SYNCRIP|DBF4|STIL|DCK|POLD2|RAD1|LYAR|LIG3|CDK4|ZW10|CDKN2C|ODC1|NOP56|UCK2|DSCC1|SPAG5|CTPS1|RPA2|NUP107|IPO7|MXD3|NBN|EXO1|MARCKS|MTHFD2|POP7|TIPIN|AMD1|CDC25B|PRIM2,8605_SURF6_P1P2_ENSG00000148296,SURF6
Redox-PRO,0.00186567164179104,0.00548523206751055,0.366174184169259,1.62844751977267,0,232,ATP5F1E|FTL|ATP6V0E1|NDUFA4|ISCU|UQCR11|COX5B|ATP6AP1|ATOX1|BAX|ATP6V1G1|ATP6V1D|ATP6V1F|ACAA1|COX6B1|UQCR10|PRDX6|COX6A1|UQCRH|UQCRB|UQCRQ|COX7A2|COX7B|NDUFB8|DECR1|GPX4|ATP6V0C|COX7C|GLRX|NDUFA3|JUNB|NDUFB1|NDUFA1|NDUFB2|COX6C|G6PD|TIMM8B|NDUFS4|PRNP|ATP5PD|ATP6V0B|NDUFS8|ATP5MF|ACO2|ATP6V1E1|ATP5PO|NDUFA2|COX4I1|ATP5ME|PDHX|PDLIM1,8605_SURF6_P1P2_ENSG00000148296,SURF6
Redox-ANTI,0.0242537313432836,0.0450426439232409,-0.641049642027415,-1.51741646073279,12,10,BRCA1|NQO1|SOD2,8605_SURF6_P1P2_ENSG00000148296,SURF6
Inflammation-PRO,0.00185185185185185,0.00548523206751055,0.444181946416123,1.99382673366983,0,267,CDKN1A|FN1|SQSTM1|FAS|SERPINE1|SAT1|DRAM1|PNRC1|PPP1R15A|ATOX1|SERPINB2|TIMP1|GADD45A|CFH|IRS2|GEM|CFLAR|PLAT|DUSP6|CASP3|LIF|IL6ST|ABCA1|TIMP2|LRP1|BMP2|EDN1|DUSP5|PLK2|CCND1|STAT1|ANXA5|JUNB|CD46|LIPA|CPQ|SGK1|USP15|EGR1|COL4A2|DNAJB4|PDGFC|KLF9|KDM6B|TAPBP|DUSP4|SLC11A2|NFIL3|SERPINB8|IL1B|BAK1|IER5|DUSP1|BTG1|TSC22D1|NFKB2|MAFF|F3|CCL2|TNFRSF12A|SLC4A4|IFNGR1|JAG1|HBEGF|TAP1|TPBG|CBLB|USP8|PDP1|DDX58|SDC4,8605_SURF6_P1P2_ENSG00000148296,SURF6
Inflammation-ANTI,0.0316205533596838,0.0513833992094862,0.451606460472134,1.50359971087181,15,39,RPS19|CYLD|GRN|PLK2|GSTP1|NR1D1|MKRN2,8605_SURF6_P1P2_ENSG00000148296,SURF6
Age-UP,0.191564147627417,0.355761988450916,0.264665143021012,1.15159365304858,108,141,ALDH1A3|DAAM1|PEX16|ATP6V0B|MANBAL|PTPMT1|THAP7|RAB7A|CTSD|TMEM214|ABHD8|TMEM33|ARMC9|SHISA5|TIMP3|TMEM115|ULK1|AEN|VGLL4|SCAND1|MAP1S|FXR2|COL8A1|SLC16A14|ANKRD16|RDH10|DEAF1|RDH5|CST3|SLC23A2|GPX4|SLC2A1|NAPA|LBH|GOT2|NOC4L|TCF7|PI4K2A,8618_SYF2_P1P2_ENSG00000117614,SYF2
Age-DOWN,0.756756756756757,0.834801762114538,0.216781875768252,0.851550714906643,419,80,MEST|DNAJB4|WDR26|ZXDC|SH3GLB1|SLC38A2|NR3C1|ROR1|KRAS|HHIP,8618_SYF2_P1P2_ENSG00000117614,SYF2
ARE,0.00531914893617021,0.0172872340425532,0.348777198132344,1.53129837927431,2,151,RPL22L1|FTH1|FTL|NQO1|RPL38|TXNRD1|G6PD|CITED2|SNHG8|HMOX1|FDXR|PCDH7|DDIT4|NFE2L2|CYP1B1|DHRS3|PLAT|SNHG32|DDIT3|KLF9|MIA2,8618_SYF2_P1P2_ENSG00000117614,SYF2
AMD-Macula-UP,0.834801762114538,0.834801762114538,-0.203121896326765,-0.790461672548486,378,57,FLNA|TPM1|EHD2|PANK2|HDAC1|TMOD3|CPT1A|RBPJ|TBCK|SMAD9|DTWD1|TRHDE|CPS1,8618_SYF2_P1P2_ENSG00000117614,SYF2
AMD-Macula-DOWN,0.253438113948919,0.366077275703995,0.353657799992924,1.15118460799802,128,32,HSF2BP|NEPRO|TOMM20|DDX19B|SNHG4|RABGGTA|PSAP|DEAF1|AMTN|TMEM97|C8orf33|HPS4,8618_SYF2_P1P2_ENSG00000117614,SYF2
AMD-nonMacula-UP,0.776223776223776,0.834801762114538,-0.198595707845194,-0.88183920302652,332,129,DYNC1H1|CHD3|PTMS|HMGN1|MYH10|FAM216A|DGKZ|NCAPD2|DIAPH3|WEE1|EHD2|SMYD4|MEX3D|CDC25B|PDE4DIP|CPT1A|CDK19|SCAPER|TBCK|PNMA2|SLC38A1|FAM20B|GOLGA3|CPS1,8618_SYF2_P1P2_ENSG00000117614,SYF2
AMD-nonMacula-DOWN,0.596810933940775,0.775854214123007,-0.23034447052305,-0.936563367466167,261,75,BCAT1|C1QBP|TPGS2|VRK1|EBNA1BP2|NETO2|CDKN3|PSMD14|SLC4A2|VEPH1|SLC25A13|DHDDS|MSRA|NPC2|EZR|SMC6|TCP1,8618_SYF2_P1P2_ENSG00000117614,SYF2
Senescence-PRO,0.16551724137931,0.355761988450916,-0.269711590286342,-1.16684864503299,71,108,HMGB1|MIF|YBX1|NAP1L4|LMNB1|AXL|CCNA2|FBXO5|MMP14|BEX3|CDKN2A|PTBP1|UBE2S|RB1|HMGA2|CDK4|EGFR|CD9|VEGFC|PLAUR|RBL1|UBB|ANAPC11|ANAPC15|SIRT1|ANAPC1|CDKN2C,8618_SYF2_P1P2_ENSG00000117614,SYF2
Senescence-ANTI,0.00252525252525253,0.0109427609427609,-0.670848146918449,-3.32708999479099,0,300,TUBB|PRKDC|STMN1|HNRNPD|HNRNPU|KPNB1|RAN|MCM7|PA2G4|HMGN2|RANBP1|NASP|HMGA1|DEK|DNMT1|NCL|SFPQ|LIG1|CTPS1|TMPO|SMC2|DUT|PAICS|MCM3|SRSF2|ANP32E|SMARCC1|CBX1|CBX5|SMC4|CUL1|BRCA1|MARCKS|MKI67|PSIP1|PRMT5|NSD2|MCM4|KIF11|USP1|RRM2|PRC1|PTTG1|SYNCRIP|HELLS|KIF20B|HMGB3|HMMR|SMC1A|MCM5|CSE1L|LMNB1|NUP107|DLGAP5|CENPM|RAD21|JPT1|CDCA3|ILF3|PCNA|RAD51AP1|SNRPB|TK1|CKS1B|EXOSC8|SMC3|KIF15|KIF22|PBK|CENPF|NCAPD2|MCM6|ATAD2|BARD1|DBF4|NAA38|SPC24|CCNA2|FBXO5|CENPE|HMGB2|NUSAP1|BUB1|TACC3|RPA3|TOP2A|NOP56|SPC25|GINS2|MCM2|TTK|EZH2|KPNA2|UBE2T|DIAPH3|SSRP1|CCNB2|CDKN2A|MXD3|BRCA2|CIT|DTYMK|POLD1|CDC6|WEE1|E2F4|UBE2S|XPO1|SHMT1|TPX2|CDKN3|CHAF1A|PRIM2|ORC6|MYBL2|CDK4|TIMELESS|NUMA1|MELK|POLA2|BUB1B|NUP205|GSPT1|LBR|DKC1|AMD1|MRE11|XRCC6|SMAD3|PLK1|GINS4|RFC2|POLE|PSMC3IP|SAP30|CASP8AP2|CNOT9|TRIP13|SLBP|MLH1|KIF4A|KNL1|RBL1|CDC45|SNRPD1|MAD2L1|POP7|LIG3|CDC25B|NEK2|CCP110|CHEK1|TRA2B|MTHFD2|BUB3|RPA1|E2F3|TIPIN|SMC6|POLD2|RACGAP1|DONSON|UBR7|CKS2|CDKN2C|PLK4|UCK2|TROAP|CDK1|SPAG5|KATNA1|ZW10|MSH2|MAP3K20|SLC7A1|AURKB|POLD3|MYC|NUP153|PNN|DCTPP1|TUBG1|KIF5B|POLE4|UBE2C|LYAR|CDC20|SLC38A1,8618_SYF2_P1P2_ENSG00000117614,SYF2
Redox-PRO,0.00167785234899329,0.0109060402684564,0.33209183422173,1.54200336634017,0,232,FTL|NQO1|ATP6V0E1|BAX|COX6C|TXNRD1|UQCR10|G6PD|ATP6V1F|COX7C|COX6A1|NDUFC2|NDUFC1|COX7A2|ATP6V0C|ATP5MC2|COX6B1|ATP6V0B|SDHC|UQCRB|ISCU|ATP5MC3|FDX1|ATOX1|UQCR11|PDP1|COX4I1|ATP5F1E|ECHS1|NDUFA8|COX5B|ATP6V1E1|HSD17B10|SLC25A6|TIMM8B|ALAS1|RETSAT|NDUFB4|COX7B|ATP5PO|ATP6V1C1|NDUFB5|PRNP|TIMM13|ISCA1|SURF1|NDUFA1|NDUFV2|SELENOS|COX7A2L|NDUFA3|UQCRQ|SOD1|ATP5PF,8618_SYF2_P1P2_ENSG00000117614,SYF2
Redox-ANTI,0.0928433268858801,0.241392649903288,0.583064672454021,1.40595033374956,47,10,NQO1|HMOX1|SOD1,8618_SYF2_P1P2_ENSG00000117614,SYF2
Inflammation-PRO,0.00164744645799012,0.0109060402684564,0.336798356109665,1.58317281807532,0,268,SQSTM1|SERPINB2|HIF1A|CDKN1A|PLK2|EIF1|IL6ST|CD44|HMOX1|PNRC1|SERPINE1|DNAJB4|BAK1|PCDH7|PHLDA1|IRS2|PRCP|FDX1|ATOX1|NFE2L2|TSC22D1|PVR|PDP1|AHR|BTG1|CTSD|ABCA1|RNF144B|PLAT|DRAM1|KLF9|BHLHE40|USP16|CBLB|TIMP1|LYN|RCAN1|HBEGF|IRF1|NMI|PTPN1|IL10RB|CD55|DCBLD2|LY6E|RBSN|KDM6B|IER3|SELENOS|CDH13|PMEPA1|LIPA|USP8|CCND1|GADD45A|LGALS3|IL17RA|SGK1|FOSL2,8618_SYF2_P1P2_ENSG00000117614,SYF2
Inflammation-ANTI,0.247672253258845,0.366077275703995,0.335561792831069,1.16372301570626,132,39,PLK2|RPS19|GRN|AHR|CYLD|LYN|GPS2|MKRN2|SELENOS|SHARPIN|TNFRSF1A|SLC39A8|MAPK7|OTULIN|EXTL3|STAT3|SIRPA|FXR1|GIT1|FNDC4,8618_SYF2_P1P2_ENSG00000117614,SYF2
Age-UP,0.96652719665272,0.96652719665272,0.185759839373883,0.724178481463729,692,141,COPE|ALDH1A3|BSG|CIB1|ATP6V0B|SCAND1|APLP1|PEMT|AEN|NOC2L|GPC1|ULK1|RBP1|SDC4|TMEM98|POM121|RDH10|DUSP4|SLC23A2|ARMC9|FHL3,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
Age-DOWN,0.960902255639098,0.96652719665272,0.189869164409019,0.683175710345966,638,80,IFRD1|FLCN|WASF1|SH3GLB1|ARMCX3|EDEM3|RAB22A|PDCD4|ID2|AP1S2|ME1|ZNF518B|PTEN|NFAT5|STK38L|RBPJ|JAG1|MLLT3,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
ARE,0.0522788203753351,0.163662374821173,0.339275548272178,1.34718686061139,38,151,FTH1|FDXR|DDIT3|SNHG8|FAS|RPL38|SNHG32|HMOX1|TXNIP|TMEM80|TXNRD2|IP6K2|SRXN1|PRDX2|NFE2L2|JUND|PRDX5|PSMD3|GSTP1|CITED2|DDIT4|RCBTB1|TXN|CYP1B1|NAGLU|MIA2|SLC35B3|CAT|PLEKHH3|PPP1R7|LAMB2|TRHDE-AS1|ME1|LAMA4|GCLC|SOD1,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
AMD-Macula-UP,0.935736677115987,0.96652719665272,0.202552685459839,0.689426306484898,596,57,TMEM45A|ITGB5|PCMTD1|TOR1AIP2|DTWD1|SLIT3|YIPF4|STXBP4,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
AMD-Macula-DOWN,0.930272108843537,0.96652719665272,0.212217108555713,0.640624792549839,546,32,PSAP|NEPRO|PSMC1|TIMM23B|LINC00511,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
AMD-nonMacula-UP,0.526132404181185,0.787277353689568,-0.22170835740352,-0.968575918535331,150,129,PTMS|HMGN1|DIAPH3|NCAPD2|MYH10|EHD2|SLC38A1|NCOR1|C1orf21|CDC25B|DFFA|ZDHHC16|PNMA2|FAM216A|WEE1|ABI2|GOLIM4|MAF1|MEX3D|BAG2|ARPIN|THSD4|CPS1|SLC35F2|WDFY2|NCKIPSD|CHMP7|NRK|TUSC3|CACNB3,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
AMD-nonMacula-DOWN,0.545038167938931,0.787277353689568,0.26967751837029,0.960419137353277,356,75,CD63|RPS10|CCDC51|ALDH1A3|SLC3A2|ST3GAL6-AS1|TAX1BP1|SGK3|TMEM98|NEDD4L|RNF114|EBNA1BP2,8621_SYMPK_P1P2_ENSG00000125755,SYMPK
